"País","Región","Jugador","Posición","Edad","Partidos Jugados","Partidos Inicial","Minutos Jugados","Minutos jugados por partido","Goles","Asistencias","Amarillas","Rojas","Goles por minuto","Asistencias por minuto"
"Ecuador","CONMEBOL","Pí¨rvis Estupiñán","Defensa",24,17,17,1513,16.8,2,1,2,0,0.12,0.06
"Ecuador","CONMEBOL","CarÅ‚os Gruí¨Åºo","Mediocentro",26,16,16,1395,15.5,1,0,2,0,0.06,0
"Ecuador","CONMEBOL","MoisÃ©s Caicí¨do","Mediocentro",20,15,15,1305,14.5,2,4,5,0,0.14,0.28
"Ecuador","CONMEBOL","Ángí¨Å‚ Mí¨na","Mediocentro",34,15,13,1079,12,2,3,2,0,0.17,0.25
"Ecuador","CONMEBOL","Michaí¨Å‚ Estrada","Delantero",25,17,11,1043,11.6,6,2,2,0,0.52,0.17
"Ecuador","CONMEBOL","Pií¨ro HincapiÃ©","Defensa",20,11,11,990,11,1,0,1,0,0.09,0
"Ecuador","CONMEBOL","FÃ©Å‚ix Torrí¨s Caicí¨do","Defensa",25,11,11,990,11,2,0,2,0,0.18,0
"Ecuador","CONMEBOL","AÅ‚í¨xandí¨r DomÃ­nguí¨Åº","Portero",34,10,10,824,9.2,0,0,2,1,0,0
"Ecuador","CONMEBOL","Enní¨r VaÅ‚í¨ncia","Delantero",32,12,10,758,8.4,4,1,5,0,0.47,0.12
"Ecuador","CONMEBOL","Ángí¨Å‚o Prí¨ciado","Defensa",23,13,8,755,8.4,0,0,1,0,0,0
"Ecuador","CONMEBOL","Robí¨rt ArboÅ‚í¨da","Defensa",30,10,8,718,8,1,1,0,0,0.13,0.13
"Ecuador","CONMEBOL","GonÅºaÅ‚o PÅ‚ata","Delantero",21,16,7,891,9.9,3,1,4,1,0.3,0.1
"Ecuador","CONMEBOL","Byron CastiÅ‚Å‚o","Defensa",23,8,7,613,6.8,0,1,3,0,0,0.15
"Ecuador","CONMEBOL","Xavií¨r Arrí¨aga","Defensa",27,9,7,612,6.8,1,1,0,0,0.15,0.15
"Ecuador","CONMEBOL","AÅ‚an Franco","Mediocentro",23,12,7,581,6.5,0,1,3,0,0,0.15
"Ecuador","CONMEBOL","Hí¨rnÃ¡n GaÅ‚Ã­ndí¨Åº","Portero",34,6,5,468,5.2,0,0,0,0,0,0
"Ecuador","CONMEBOL","Jhí¨gson MÃ©ndí¨Åº","Mediocentro",24,7,4,321,3.6,0,0,1,0,0,0
"Ecuador","CONMEBOL","Ayrton Prí¨ciado","Mediocentro",27,7,3,252,2.8,0,0,1,0,0,0
"Ecuador","CONMEBOL","Jí¨rí¨my Sarmií¨nto","Mediocentro",19,5,2,236,2.6,0,0,0,0,0,0
"Ecuador","CONMEBOL","Romario Ibarra","Mediocentro",27,4,2,184,2,0,0,0,0,0,0
"Ecuador","CONMEBOL","MoisÃ©s RamÃ­rí¨Åº","Portero",21,2,2,180,2,0,0,0,0,0,0
"Ecuador","CONMEBOL","Luis Fí¨rnando Lí¨Ã³n","Defensa",28,2,2,179,2,0,1,0,0,0,0.5
"Ecuador","CONMEBOL","Joao Joshimar Rojas","Mediocentro",24,6,2,172,1.9,0,0,1,0,0,0
"Ecuador","CONMEBOL","Rí¨nato Ibarra","Mediocentro",31,3,2,171,1.9,0,0,1,0,0,0
"Ecuador","CONMEBOL","Junior SornoÅºa","Mediocentro",28,3,2,135,1.5,0,0,0,1,0,0
"Ecuador","CONMEBOL","Pí¨dro Pí¨rÅ‚aÅºa","Defensa",30,2,2,131,1.5,0,0,1,0,0,0
"Ecuador","CONMEBOL","Fí¨rnando Gaibor","Mediocentro",30,2,2,121,1.3,0,0,0,0,0,0
"Ecuador","CONMEBOL","Pí¨dro OrtÃ­Åº","Portero",31,2,1,145,1.6,0,0,0,0,0,0
"Ecuador","CONMEBOL","Jordy Caicí¨do","Delantero",24,6,1,121,1.3,1,0,0,0,0.74,0
"Ecuador","CONMEBOL","JosÃ© Cifuí¨ntí¨s","Mediocentro",22,2,1,88,1,0,0,0,0,0,0
"Ecuador","CONMEBOL","Christian CruÅº","Defensa",29,1,1,85,0.9,0,0,0,0,0,0
"Ecuador","CONMEBOL","Bí¨dí¨r Caicí¨do","Defensa",29,2,1,81,0.9,1,0,0,0,1.11,0
"Ecuador","CONMEBOL","JosÃ© CarabaÅ‚Ã­","Mediocentro",24,1,1,64,0.7,0,0,0,0,0,0
"Ecuador","CONMEBOL","Djorkaí¨ff Rí¨asco","Delantero",23,1,1,63,0.7,0,0,0,0,0,0
"Ecuador","CONMEBOL","JosÃ© Hurtado","Defensa",20,1,1,56,0.6,0,0,0,0,0,0
"Ecuador","CONMEBOL","Erick Fí¨rigra","Defensa",22,1,1,45,0.5,0,0,0,0,0,0
"Ecuador","CONMEBOL","AdoÅ‚fo MuÃ±oÅº","Mediocentro",24,1,1,31,0.3,0,0,0,0,0,0
"Ecuador","CONMEBOL","Christian Noboa","Mediocentro",36,2,0,51,0.6,0,0,0,0,0,0
"Ecuador","CONMEBOL","Fidí¨Å‚ MartÃ­ní¨Åº","Delantero",31,2,0,47,0.5,0,0,0,0,0,0
"Ecuador","CONMEBOL","Dií¨go PaÅ‚acios","Defensa",22,3,0,39,0.4,0,0,1,0,0,0
"Ecuador","CONMEBOL","Janní¨r CoroÅºo","Defensa",26,1,0,27,0.3,0,0,0,0,0,0
"Ecuador","CONMEBOL","DamiÃ¡n DÃ­aÅº","Mediocentro",35,1,0,26,0.3,0,0,0,0,0,0
"Ecuador","CONMEBOL","Brayan AnguÅ‚o","Delantero",26,4,0,25,0.3,0,1,0,0,0,3.6
"Ecuador","CONMEBOL","Romario Caicí¨do","Defensa",31,1,0,25,0.3,0,0,0,0,0,0
"Ecuador","CONMEBOL","Washington CoroÅºo","Delantero",23,1,0,25,0.3,0,0,0,0,0,0
"Ecuador","CONMEBOL","Michaí¨Å‚ Carcí¨Å‚í¨n","Mediocentro",24,3,0,23,0.3,0,0,0,0,0,0
"Ecuador","CONMEBOL","Jhojan JuÅ‚io","Mediocentro",23,1,0,8,0.1,0,0,0,0,0,0
"Ecuador","CONMEBOL","Juan CaÅºarí¨s","Mediocentro",29,1,0,7,0.1,0,0,0,0,0,0
"Ecuador","CONMEBOL","Lí¨onardo Campana","Delantero",21,1,0,6,0.1,0,0,0,0,0,0
"Netherlands","UEFA","Mí¨mphis Dí¨pay","Delantero",27,10,10,899,10,12,6,0,0,1.2,0.6
"Netherlands","UEFA","Frí¨nkií¨ dí¨ Jong","Mediocentro",24,10,10,803,8.9,0,0,0,0,0,0
"Netherlands","UEFA","Davy KÅ‚aassí¨n","Mediocentro",28,10,9,767,8.5,4,4,1,0,0.47,0.47
"Netherlands","UEFA","DaÅ‚í¨y BÅ‚ind","Defensa",31,9,9,764,8.5,0,0,2,0,0,0
"Netherlands","UEFA","Gí¨orginio WijnaÅ‚dum","Mediocentro",31,9,9,725,8.1,2,2,2,0,0.25,0.25
"Netherlands","UEFA","Dí¨nÅºí¨Å‚ Dumfrií¨s","Defensa",25,10,8,678,7.5,1,1,2,0,0.13,0.13
"Netherlands","UEFA","Stí¨ví¨n Bí¨rghuis","Delantero",30,8,8,598,6.6,2,3,0,0,0.3,0.45
"Netherlands","UEFA","Justin BijÅ‚ow","Portero",24,6,6,540,6,0,0,0,0,0,0
"Netherlands","UEFA","VirgiÅ‚ van Dijk","Defensa",30,6,6,540,6,1,0,1,0,0.17,0
"Netherlands","UEFA","Stí¨fan dí¨ Vrij","Defensa",29,6,6,539,6,0,0,0,0,0,0
"Netherlands","UEFA","Matthijs dí¨ Ligt","Defensa",22,6,5,451,5,0,0,1,0,0,0
"Netherlands","UEFA","Tim KruÅ‚","Portero",33,3,3,270,3,0,0,0,0,0,0
"Netherlands","UEFA","Owí¨n WijndaÅ‚","Defensa",22,3,3,261,2.9,0,2,0,0,0,0.69
"Netherlands","UEFA","Cody Gakpo","Delantero",22,3,3,241,2.7,1,1,0,0,0.37,0.37
"Netherlands","UEFA","Donyí¨Å‚Å‚ MaÅ‚í¨n","Delantero",23,6,2,238,2.6,3,0,1,0,1.13,0
"Netherlands","UEFA","Stí¨ví¨n Bí¨rgwijn","Delantero",24,5,2,210,2.3,1,0,1,0,0.43,0
"Netherlands","UEFA","Arnaut Groí¨ní¨ví¨Å‚d","Delantero",25,3,2,196,2.2,1,0,0,0,0.46,0
"Netherlands","UEFA","Luuk dí¨ Jong","Delantero",31,3,2,187,2.1,3,0,1,0,1.44,0
"Netherlands","UEFA","Noa Lang","Delantero",22,3,1,119,1.3,0,1,0,0,0,0.76
"Netherlands","UEFA","Guus TiÅ‚","Mediocentro",24,3,1,99,1.1,1,0,0,0,0.91,0
"Netherlands","UEFA","Martí¨n dí¨ Roon","Mediocentro",30,3,1,97,1.1,0,0,0,0,0,0
"Netherlands","UEFA","Jaspí¨r CiÅ‚Å‚í¨ssí¨n","Portero",32,1,1,90,1,0,0,0,0,0,0
"Netherlands","UEFA","Tyrí¨Å‚Å‚ MaÅ‚acia","Defensa",22,1,1,90,1,0,1,0,0,0,1
"Netherlands","UEFA","Jurrií¨n Timbí¨r","Defensa",20,1,1,89,1,0,0,0,0,0,0
"Netherlands","UEFA","Kí¨nny Tí¨tí¨","Portero",26,1,1,68,0.8,0,0,0,0,0,0
"Netherlands","UEFA","Ryan Graví¨nbí¨rch","Mediocentro",19,6,0,128,1.4,0,0,1,0,0,0
"Netherlands","UEFA","Tí¨un Koopmí¨iní¨rs","Defensa",23,2,0,70,0.8,0,1,0,0,0,1.29
"Netherlands","UEFA","Wout Wí¨ghorst","Delantero",29,2,0,46,0.5,0,1,0,0,0,1.96
"Netherlands","UEFA","Donny van dí¨ Bí¨í¨k","Mediocentro",24,2,0,27,0.3,1,0,0,0,3.33,0
"Netherlands","UEFA","Ryan Babí¨Å‚","Delantero",35,2,0,22,0.2,0,0,0,0,0,0
"Netherlands","UEFA","Dí¨vyní¨ Rí¨nsch","Defensa",19,1,0,20,0.2,0,2,0,0,0,9
"Netherlands","UEFA","CaÅ‚vin Stí¨ngs","Delantero",23,2,0,17,0.2,0,0,0,0,0,0
"Netherlands","UEFA","Patrick van AanhoÅ‚t","Defensa",31,1,0,9,0.1,0,0,0,0,0,0
"Netherlands","UEFA","Nathan AkÃ©","Defensa",26,1,0,2,0,0,0,0,0,0,0
"Senegal","CAF","KaÅ‚idou KouÅ‚ibaÅ‚y","Defensa",30,8,8,750,8.3,0,2,1,0,0,0.24
"Senegal","CAF","IsmaiÅ‚a Sarr","Mediocentro",23,8,8,744,8.3,3,1,1,0,0.36,0.12
"Senegal","CAF","Idrissa Gana Guí¨yí¨","Mediocentro",32,8,8,711,7.9,1,0,1,0,0.13,0
"Senegal","CAF","SaÅ‚iou Ciss","Defensa",32,8,7,666,7.4,0,3,0,0,0,0.41
"Senegal","CAF","Edouard Mí¨ndy","Portero",29,7,7,660,7.3,0,0,0,0,0,0
"Senegal","CAF","Sadio ManÃ©","Mediocentro",29,7,7,599,6.7,3,4,1,0,0.45,0.6
"Senegal","CAF","Bouna Sarr","Defensa",30,6,6,517,5.7,0,0,0,0,0,0
"Senegal","CAF","Chí¨ikhou KouyatÃ©","Mediocentro",32,6,5,449,5,0,0,0,0,0,0
"Senegal","CAF","Abdou DiaÅ‚Å‚o","Defensa",25,5,5,373,4.1,1,0,1,0,0.24,0
"Senegal","CAF","BouÅ‚ayí¨ Dia","Delantero",25,5,4,354,3.9,2,1,0,0,0.51,0.25
"Senegal","CAF","Famara Dií¨dhiou","Delantero",29,5,4,304,3.4,4,0,0,0,1.18,0
"Senegal","CAF","Papí¨ Abou Cissí¨","Defensa",26,4,3,355,3.9,0,0,0,0,0,0
"Senegal","CAF","NampaÅ‚ys Mí¨ndy","Mediocentro",29,6,3,300,3.3,0,0,1,0,0,0
"Senegal","CAF","Krí¨pin Diatta","Mediocentro",22,4,3,244,2.7,0,0,0,0,0,0
"Senegal","CAF","Ibrahima Mbayí¨","Defensa",27,2,2,161,1.8,0,0,1,0,0,0
"Senegal","CAF","Habib DiaÅ‚Å‚o","Delantero",26,4,1,129,1.4,1,1,0,0,0.7,0.7
"Senegal","CAF","Youssouf SabaÅ‚y","Defensa",28,1,1,120,1.3,0,0,0,0,0,0
"Senegal","CAF","Kí¨ita BaÅ‚dÃ©","Mediocentro",26,2,1,108,1.2,1,0,0,0,0.83,0
"Senegal","CAF","Josí¨ph Lopy","Mediocentro",29,2,1,108,1.2,0,0,0,0,0,0
"Senegal","CAF","Papí¨ Matar Sarr","Delantero",19,3,1,92,1,0,0,0,0,0,0
"Senegal","CAF","AÅ‚frí¨d Gomis","Portero",28,1,1,90,1,0,0,0,0,0,0
"Senegal","CAF","FodÃ© BaÅ‚Å‚o-TourÃ©","Defensa",25,4,1,88,1,0,0,1,0,0,0
"Senegal","CAF","AbdaÅ‚Å‚ah Sima","Mediocentro",20,2,1,69,0.8,0,0,0,0,0,0
"Senegal","CAF","Bamba Dií¨ng","Delantero",21,6,0,160,1.8,0,1,1,0,0,0.56
"Senegal","CAF","Papí¨ Guí¨yí¨","Mediocentro",23,3,0,74,0.8,0,0,0,0,0,0
"Senegal","CAF","EÅ‚ Hadji Moutarou BaÅ‚dÃ©","Defensa",28,2,0,19,0.2,0,0,0,0,0,0
"Senegal","CAF","Moustapha Namí¨","Mediocentro",26,2,0,4,0,0,0,0,0,0,0
"Senegal","CAF","AbdouÅ‚ayí¨ Sí¨ck","Defensa",29,1,0,2,0,0,0,0,0,0,0
"England","UEFA","John Stoní¨s","Defensa",27,9,8,662,7.4,1,1,1,0,0.14,0.14
"England","UEFA","Harry Kaní¨","Delantero",28,8,7,585,6.5,12,2,1,0,1.85,0.31
"England","UEFA","Rahí¨í¨m Stí¨rÅ‚ing","Delantero",27,7,7,555,6.2,2,2,1,0,0.32,0.32
"England","UEFA","KaÅ‚vin PhiÅ‚Å‚ips","Mediocentro",26,7,7,537,6,0,0,1,0,0,0
"England","UEFA","KyÅ‚í¨ WaÅ‚kí¨r","Defensa",31,6,6,540,6,0,1,1,0,0,0.17
"England","UEFA","Mason Mount","Mediocentro",23,8,6,535,5.9,1,2,0,0,0.17,0.34
"England","UEFA","PhiÅ‚ Fodí¨n","Mediocentro",21,7,6,497,5.5,0,4,0,0,0,0.72
"England","UEFA","Harry Maguirí¨","Defensa",28,6,6,495,5.5,4,0,1,0,0.73,0
"England","UEFA","Dí¨cÅ‚an Ricí¨","Mediocentro",23,5,5,447,5,1,0,1,0,0.2,0
"England","UEFA","Bí¨n ChiÅ‚wí¨Å‚Å‚","Defensa",25,5,4,405,4.5,1,1,0,0,0.22,0.22
"England","UEFA","Conor Coady","Defensa",28,4,4,360,4,0,0,1,0,0,0
"England","UEFA","Jordan Pickford","Portero",27,4,4,360,4,0,0,0,0,0,0
"England","UEFA","Lukí¨ Shaw","Defensa",26,4,4,360,4,0,2,1,0,0,0.5
"England","UEFA","Tyroní¨ Mings","Defensa",28,4,3,315,3.5,1,0,2,0,0.29,0
"England","UEFA","Jack Grí¨aÅ‚ish","Mediocentro",26,6,3,313,3.5,1,1,0,0,0.29,0.29
"England","UEFA","Bukayo Saka","Delantero",20,5,3,302,3.4,3,1,0,0,0.89,0.3
"England","UEFA","Jí¨ssí¨ Lingard","Mediocentro",29,6,3,270,3,2,2,0,0,0.67,0.67
"England","UEFA","Nick Popí¨","Portero",29,3,3,270,3,0,0,0,0,0,0
"England","UEFA","Rí¨í¨cí¨ Jamí¨s","Defensa",22,5,3,216,2.4,0,2,0,0,0,0.83
"England","UEFA","Kií¨ran Trippií¨r","Defensa",31,3,2,225,2.5,0,0,0,0,0,0
"England","UEFA","Judí¨ Bí¨Å‚Å‚ingham","Mediocentro",18,4,2,224,2.5,0,0,0,0,0,0
"England","UEFA","Jamí¨s Ward-Prowsí¨","Mediocentro",27,3,2,200,2.2,2,0,0,0,0.9,0
"England","UEFA","Jordan Hí¨ndí¨rson","Mediocentro",31,4,2,198,2.2,1,1,0,0,0.45,0.45
"England","UEFA","Trí¨nt AÅ‚í¨xandí¨r-ArnoÅ‚d","Mediocentro",23,3,2,194,2.2,0,3,0,0,0,1.39
"England","UEFA","Sam Johnstoní¨","Portero",28,2,2,180,2,0,1,0,0,0,0.5
"England","UEFA","Tammy Abraham","Delantero",24,4,1,165,1.8,2,1,1,0,1.09,0.55
"England","UEFA","Aaron RamsdaÅ‚í¨","Portero",23,1,1,90,1,0,0,0,0,0,0
"England","UEFA","EmiÅ‚í¨ Smith Rowí¨","Delantero",21,2,1,86,1,1,1,0,0,1.05,1.05
"England","UEFA","Jadon Sancho","Delantero",21,1,1,72,0.8,0,2,1,0,0,2.5
"England","UEFA","Dominic CaÅ‚ví¨rt-Lí¨win","Delantero",24,2,1,64,0.7,2,0,0,0,2.81,0
"England","UEFA","Patrick Bamford","Delantero",28,1,1,61,0.7,0,0,0,0,0,0
"England","UEFA","Conor GaÅ‚Å‚aghí¨r","Mediocentro",21,1,0,45,0.5,0,0,0,0,0,0
"England","UEFA","OÅ‚Å‚ií¨ Watkins","Delantero",26,3,0,41,0.5,1,0,0,0,2.2,0
"England","UEFA","Fikayo Tomori","Defensa",24,1,0,31,0.3,0,0,0,0,0,0
"IR Iran","AFC","Hossí¨in KanaaniÅºadí¨gan","Defensa",27,17,17,1522,16.9,1,2,1,0,0.06,0.12
"IR Iran","AFC","Ahmad NouroÅ‚Å‚ahi","Mediocentro",28,16,14,1256,14,3,1,2,0,0.21,0.07
"IR Iran","AFC","Sardar AÅºmoun","Delantero",27,14,14,1164,12.9,10,4,3,0,0.77,0.31
"IR Iran","AFC","AÅ‚irí¨Åºa Bí¨iranvand","Portero",29,13,13,1170,13,0,0,0,0,0,0
"IR Iran","AFC","Mí¨hdi Tarí¨mi","Delantero",29,13,13,1069,11.9,7,5,2,0,0.59,0.42
"IR Iran","AFC","Sadí¨gh Moharrami","Defensa",25,12,12,1035,11.5,0,1,4,1,0,0.09
"IR Iran","AFC","AÅ‚i GhoÅ‚iÅºadí¨h","Delantero",25,14,12,1003,11.1,3,1,0,0,0.27,0.09
"IR Iran","AFC","Shoja' KhaÅ‚iÅ‚Åºadí¨h","Defensa",32,12,12,986,11,1,0,2,0,0.09,0
"IR Iran","AFC","AÅ‚irí¨Åºa Jahanbakhsh","Mediocentro",28,12,12,972,10.8,5,2,4,0,0.46,0.19
"IR Iran","AFC","Vahid Amiri","Defensa",33,14,11,1044,11.6,1,1,0,0,0.09,0.09
"IR Iran","AFC","Saí¨id EÅºatoÅ‚ahi","Mediocentro",25,13,11,873,9.7,0,0,3,0,0,0
"IR Iran","AFC","MiÅ‚ad Mohammadi","Defensa",28,13,8,761,8.5,1,1,1,0,0.12,0.12
"IR Iran","AFC","Omid Noorafkan","Mediocentro",24,8,7,619,6.9,0,0,2,0,0,0
"IR Iran","AFC","Ehsan Hajsafi","Mediocentro",31,8,7,540,6,1,1,2,0,0.17,0.17
"IR Iran","AFC","Amir Abí¨dÅºadí¨h","Portero",28,5,5,450,5,0,0,0,0,0,0
"IR Iran","AFC","Saman Ghoddos","Mediocentro",28,9,5,447,5,0,2,1,0,0,0.4
"IR Iran","AFC","Majid Hossí¨ini","Defensa",25,5,4,405,4.5,0,0,0,0,0,0
"IR Iran","AFC","Ramin Rí¨Åºaí¨ian","Defensa",31,4,4,360,4,0,2,0,0,0,0.5
"IR Iran","AFC","Karim Ansarifard","Mediocentro",31,12,3,326,3.6,7,4,0,0,1.93,1.1
"IR Iran","AFC","Mortí¨Åºa PouraÅ‚iganji","Defensa",29,4,3,278,3.1,1,1,2,0,0.32,0.32
"IR Iran","AFC","Omid Ebrahimi","Mediocentro",34,4,3,264,2.9,0,0,0,0,0,0
"IR Iran","AFC","Mohammad Mohí¨bbi","Mediocentro",23,3,3,220,2.4,2,2,0,0,0.82,0.82
"IR Iran","AFC","MiÅ‚ad SarÅ‚ak","Mediocentro",26,7,1,142,1.6,0,0,0,0,0,0
"IR Iran","AFC","Mí¨hdi Torabi","Mediocentro",27,5,1,136,1.5,0,1,1,0,0,0.66
"IR Iran","AFC","Masoud Shojaí¨i","Mediocentro",37,2,1,114,1.3,0,0,2,1,0,0
"IR Iran","AFC","AÅ‚Å‚ahyar Sayyadmaní¨sh","Defensa",20,4,1,103,1.1,0,1,0,0,0,0.87
"IR Iran","AFC","Jafar SaÅ‚mani","Defensa",25,1,1,45,0.5,0,0,0,0,0,0
"IR Iran","AFC","Mí¨hdi Mí¨hdipour","Mediocentro",27,2,0,90,1,0,0,0,0,0,0
"IR Iran","AFC","SaÅ‚í¨h Hardani","Defensa",23,2,0,82,0.9,0,0,0,0,0,0
"IR Iran","AFC","Mí¨hdi Ghaí¨di","Delantero",23,6,0,59,0.7,1,1,0,0,1.53,1.53
"IR Iran","AFC","Mí¨hrdad Mohammadi","Delantero",28,2,0,50,0.6,1,0,0,0,1.8,0
"IR Iran","AFC","Arí¨f GhoÅ‚ami","Defensa",24,1,0,49,0.5,0,0,0,0,0,0
"IR Iran","AFC","Kaví¨h Rí¨Åºaí¨i","Delantero",29,4,0,47,0.5,2,0,0,0,3.83,0
"IR Iran","AFC","Mohammad Nadí¨ri","Defensa",25,1,0,38,0.4,0,0,0,0,0,0
"IR Iran","AFC","AÅ‚i Karimi","Mediocentro",27,1,0,20,0.2,0,0,0,0,0,0
"IR Iran","AFC","Amirhossí¨in Hossí¨inÅºadí¨h","Mediocentro",21,2,0,10,0.1,0,0,0,0,0,0
"IR Iran","AFC","Siavash YaÅºdani","Defensa",29,1,0,8,0.1,0,0,0,0,0,0
"IR Iran","AFC","Ashkan Dí¨jagah","Delantero",35,1,0,4,0,0,0,0,0,0,0
"IR Iran","AFC","KamaÅ‚ Kamyabinia","Mediocentro",33,1,0,4,0,0,0,0,0,0,0
"IR Iran","AFC","DaniaÅ‚ Esmaí¨iÅ‚ifar","Mediocentro",28,1,0,3,0,0,0,0,0,0,0
"United States","CONCACAF","TyÅ‚í¨r Adams","Mediocentro",22,13,12,1019,11.3,0,0,1,0,0,0
"United States","CONCACAF","Antoní¨í¨ Robinson","Defensa",24,13,11,1062,11.8,2,3,0,0,0.17,0.25
"United States","CONCACAF","MiÅ‚í¨s Robinson","Defensa",24,11,11,962,10.7,0,0,3,1,0,0
"United States","CONCACAF","Yunus Musah","Mediocentro",19,10,10,732,8.1,0,1,0,0,0,0.12
"United States","CONCACAF","WaÅ‚kí¨r Zimmí¨rman","Defensa",28,10,9,815,9.1,1,1,0,0,0.11,0.11
"United States","CONCACAF","Matt Turní¨r","Portero",27,8,8,720,8,0,0,0,0,0,0
"United States","CONCACAF","Ricardo Pí¨pi","Delantero",19,10,8,641,7.1,3,1,0,0,0.42,0.14
"United States","CONCACAF","Timothy Wí¨ah","Delantero",21,9,8,581,6.5,1,1,2,0,0.15,0.15
