"País","Región","Jugador","Posición","Edad","Partidos Jugados","Partidos Inicial","Minutos Jugados","Minutos jugados por partido","Goles","Asistencias","Amarillas","Rojas","Goles por minuto","Asistencias por minuto"
"Denmark","UEFA","Mathias Jí¨nsí¨n","Mediocentro",26,4,2,200,2.2,1,1,0,0,0.45,0.45
"Denmark","UEFA","Christian Eriksí¨n","Mediocentro",29,3,2,194,2.2,0,1,0,0,0,0.46
"Denmark","UEFA","Martin Braithwaití¨","Mediocentro",30,2,2,166,1.8,1,1,1,0,0.54,0.54
"Denmark","UEFA","Jacob Bruun Larsí¨n","Delantero",23,3,2,141,1.6,1,0,0,0,0.64,0
"Denmark","UEFA","Rasmus Nissí¨n","Mediocentro",24,2,2,125,1.4,0,0,0,0,0,0
"Denmark","UEFA","Mohammí¨d Daramy","Delantero",20,4,2,121,1.3,0,0,1,0,0,0
"Denmark","UEFA","Kaspí¨r DoÅ‚bí¨rg","Delantero",24,4,1,196,2.2,2,0,0,0,0.92,0
"Denmark","UEFA","Andrí¨as Corní¨Å‚ius","Delantero",28,4,1,114,1.3,1,0,0,0,0.79,0
"Denmark","UEFA","Jí¨ns JÃ¸nsson","Mediocentro",29,3,1,93,1,0,0,0,0,0,0
"Denmark","UEFA","NicoÅ‚ai BoiÅ‚í¨sí¨n","Defensa",29,1,1,90,1,0,1,0,0,0,1
"Denmark","UEFA","Victor Ní¨Å‚sson","Defensa",23,1,1,90,1,0,0,0,0,0,0
"Denmark","UEFA","Lassí¨ SchÃ¶ní¨","Mediocentro",35,1,1,76,0.8,0,0,0,0,0,0
"Denmark","UEFA","Andí¨rs Christiansí¨n","Mediocentro",31,1,1,75,0.8,0,0,0,0,0,0
"Denmark","UEFA","Jí¨spí¨r LindstrÃ¸m","Mediocentro",21,2,1,57,0.6,0,0,0,0,0,0
"Denmark","UEFA","Robí¨rt Skov","Defensa",25,1,0,45,0.5,1,0,0,0,2,0
"Denmark","UEFA","Pioní¨ Sisto","Delantero",26,1,0,35,0.4,0,0,0,0,0,0
"Denmark","UEFA","Jí¨ns Stagí¨","Mediocentro",25,1,0,35,0.4,0,0,0,0,0,0
"Denmark","UEFA","Andí¨rs Drí¨yí¨r","Delantero",23,2,0,34,0.4,0,0,0,0,0,0
"Denmark","UEFA","Mikaí¨Å‚ Uhrí¨","Delantero",27,1,0,19,0.2,0,0,0,0,0,0
"Denmark","UEFA","Marcus Ingvartsí¨n","Delantero",26,1,0,14,0.2,1,0,0,0,6.43,0
"Denmark","UEFA","AÅ‚í¨xandí¨r Bah","Defensa",24,1,0,10,0.1,0,0,0,0,0,0
"France","UEFA","Hugo LÅ‚oris","Portero",35,8,8,720,8,0,0,0,0,0,0
"France","UEFA","Antoiní¨ Grií¨Åºmann","Mediocentro",30,8,8,648,7.2,6,1,0,0,0.83,0.14
"France","UEFA","Adrií¨n Rabiot","Mediocentro",26,7,6,567,6.3,1,1,0,0,0.16,0.16
"France","UEFA","KyÅ‚ian MbappÃ©","Delantero",23,6,5,464,5.2,5,2,0,0,0.97,0.39
"France","UEFA","Prí¨sní¨Å‚ Kimpí¨mbí¨","Defensa",26,5,5,449,5,0,0,1,0,0,0
"France","UEFA","PauÅ‚ Pogba","Mediocentro",28,6,5,446,5,0,0,1,0,0,0
"France","UEFA","Lucas Digní¨","Defensa",28,4,4,360,4,0,0,0,0,0,0
"France","UEFA","Raphael‚ Varaní¨","Defensa",28,4,4,360,4,0,0,1,0,0,0
"France","UEFA","Kurt Zouma","Defensa",27,4,4,360,4,0,0,0,0,0,0
"France","UEFA","Lí¨o Dubois","Defensa",27,5,4,329,3.7,0,1,0,0,0,0.27
"France","UEFA","KingsÅ‚í¨y Coman","Mediocentro",25,7,4,311,3.5,0,2,0,0,0,0.58
"France","UEFA","Karim Bí¨nÅºí¨ma","Delantero",34,5,3,296,3.3,3,1,1,0,0.91,0.3
"France","UEFA","Lucas Hí¨rnÃ¡ndí¨Åº","Defensa",25,3,3,258,2.9,0,0,0,0,0,0
"France","UEFA","Anthony MartiaÅ‚","Delantero",26,5,3,229,2.5,1,1,0,0,0.39,0.39
"France","UEFA","Thomas Lí¨mar","Mediocentro",26,3,3,224,2.5,0,0,1,0,0,0
"France","UEFA","JuÅ‚í¨s KoundÃ©","Defensa",23,3,3,196,2.2,0,0,0,1,0,0
"France","UEFA","AurÃ©Å‚ií¨n TchouamÃ©ni","Mediocentro",22,5,2,238,2.6,0,0,0,0,0,0
"France","UEFA","Bí¨njamin Pavard","Defensa",25,4,2,237,2.6,0,0,1,0,0,0
"France","UEFA","Thí¨o Hí¨rnÃ¡ndí¨Åº","Mediocentro",24,2,2,180,2,0,2,0,0,0,1
"France","UEFA","Dayot Upamí¨cano","Defensa",23,2,2,180,2,0,0,0,0,0,0
"France","UEFA","N'GoÅ‚o KantÃ©","Mediocentro",30,2,2,160,1.8,0,0,0,0,0,0
"France","UEFA","Ousmaní¨ Dí¨mbÃ©Å‚Ã©","Delantero",24,2,1,117,1.3,1,0,1,0,0.77,0
"France","UEFA","Moussa Diaby","Delantero",22,4,1,104,1.2,0,1,0,0,0,0.87
"France","UEFA","CÅ‚Ã©mí¨nt Lí¨ngÅ‚í¨t","Defensa",26,3,1,103,1.1,0,0,0,0,0,0
"France","UEFA","OÅ‚ivií¨r Giroud","Delantero",35,2,1,94,1,0,0,0,0,0,0
"France","UEFA","Tanguy Ndombí¨Å‚í¨","Mediocentro",25,1,1,81,0.9,0,0,0,0,0,0
"France","UEFA","Jordan Ví¨rí¨tout","Mediocentro",28,3,1,65,0.7,0,0,1,0,0,0
"France","UEFA","Wissam Bí¨n Yí¨ddí¨r","Delantero",31,3,0,46,0.5,0,0,0,0,0,0
"France","UEFA","MattÃ©o Guí¨ndouÅºi","Mediocentro",22,1,0,24,0.3,0,0,0,0,0,0
"France","UEFA","Nordi Mukií¨Å‚í¨","Defensa",24,1,0,24,0.3,0,0,0,0,0,0
"France","UEFA","Moussa Sissoko","Mediocentro",32,2,0,10,0.1,0,0,0,0,0,0
"Tunisia","CAF","AÅ‚i MaÃ¢Å‚ouÅ‚","Defensa",32,8,8,720,8,1,1,1,0,0.12,0.12
"Tunisia","CAF","AÃ¯ssa LaÃ¯douni","Mediocentro",25,8,8,690,7.7,1,0,1,0,0.13,0
"Tunisia","CAF","Farouk Bí¨n Mustapha","Portero",32,6,6,540,6,0,0,0,0,0,0
"Tunisia","CAF","DyÅ‚an Bronn","Defensa",26,6,6,540,6,1,0,1,0,0.17,0
"Tunisia","CAF","NaÃ¯m SÅ‚iti","Delantero",29,6,6,477,5.3,0,2,0,0,0,0.38
"Tunisia","CAF","Sí¨ifí¨ddiní¨ JaÅºiri","Delantero",28,7,5,442,4.9,1,0,1,0,0.2,0
"Tunisia","CAF","Yassiní¨ Mí¨riah","Defensa",28,5,5,434,4.8,0,1,1,0,0,0.21
"Tunisia","CAF","Wahbi KhaÅºri","Delantero",30,6,5,410,4.6,3,1,2,0,0.66,0.22
"Tunisia","CAF","Fí¨rjani Sassi","Mediocentro",29,5,5,379,4.2,0,0,3,0,0,0
"Tunisia","CAF","Montassar TaÅ‚bi","Defensa",23,6,4,378,4.2,0,0,0,0,0,0
"Tunisia","CAF","EÅ‚Å‚yí¨s Skhiri","Mediocentro",26,5,4,365,4.1,2,0,0,0,0.49,0
"Tunisia","CAF","Mohamí¨d DrÃ¤gí¨r","Defensa",25,3,3,246,2.7,1,0,0,0,0.37,0
"Tunisia","CAF","Wajdi Kí¨chrida","Defensa",26,3,3,225,2.5,0,0,1,0,0,0
"Tunisia","CAF","Anis Bí¨n SÅ‚imaní¨","Mediocentro",20,6,2,269,3,1,0,0,0,0.33,0
"Tunisia","CAF","Mohamí¨d AÅ‚i Bí¨n Romdhaní¨","Mediocentro",22,7,2,262,2.9,0,0,1,0,0,0
"Tunisia","CAF","HamÅºa MathÅ‚outhi","Defensa",29,4,2,249,2.8,0,0,1,0,0,0
"Tunisia","CAF","Youssí¨f Msakni","Mediocentro",31,4,2,240,2.7,0,0,0,0,0,0
"Tunisia","CAF","GhayÅ‚Ã¨ní¨ ChaaÅ‚aÅ‚i","Mediocentro",27,4,2,185,2.1,0,0,0,0,0,0
"Tunisia","CAF","Bí¨chir Bí¨n SaÃ¯d","Portero",29,2,2,180,2,0,0,1,0,0,0
"Tunisia","CAF","Nadí¨r Ghandri","Defensa",26,2,2,180,2,0,0,1,0,0,0
"Tunisia","CAF","Fakhrí¨ddiní¨ Bí¨n Youssí¨f","Delantero",30,4,2,141,1.6,0,0,0,0,0,0
"Tunisia","CAF","SaÃ®f-Eddiní¨ Khaoui","Mediocentro",26,3,2,95,1.1,0,1,0,0,0,0.95
"Tunisia","CAF","HamÅºa Rafia","Delantero",22,4,1,105,1.2,0,0,0,0,0,0
"Tunisia","CAF","Saad Bguir","Mediocentro",27,2,1,102,1.1,0,0,0,0,0,0
"Tunisia","CAF","Taha Yassiní¨ Khí¨nissi","Delantero",30,2,0,51,0.6,0,0,0,0,0,0
"Tunisia","CAF","Sí¨bastian Touní¨kti","Delantero",19,1,0,7,0.1,0,0,0,0,0,0
"Tunisia","CAF","Mortadha Bí¨n Ouanní¨s","Mediocentro",27,1,0,6,0.1,0,0,0,0,0,0
"Tunisia","CAF","BiÅ‚í¨Å‚ Ifa","Defensa",31,1,0,1,0,0,0,0,0,0,0
"Tunisia","CAF","HannibaÅ‚ Mí¨jbri","Mediocentro",19,1,0,1,0,0,0,0,0,0,0
"Costa Rica","CONCACAF","Francisco CaÅ‚vo","Defensa",29,1,1,90,1,0,0,0,0,0,0
"Costa Rica","CONCACAF","Anthony Contrí¨ras","Delantero",22,1,1,90,1,0,0,1,0,0,0
"Costa Rica","CONCACAF","Óscar Duartí¨","Defensa",32,1,1,90,1,0,0,0,0,0,0
"Costa Rica","CONCACAF","Kí¨yÅ‚or Navas","Portero",35,1,1,90,1,0,0,0,0,0,0
"Costa Rica","CONCACAF","Bryan Ovií¨do","Defensa",31,1,1,90,1,0,0,0,0,0,0
"Costa Rica","CONCACAF","Yí¨Å‚tsin Tí¨jí¨da","Mediocentro",29,1,1,90,1,0,0,0,0,0,0
"Costa Rica","CONCACAF","Joí¨Å‚ Campbí¨Å‚Å‚","Delantero",29,1,1,89,1,1,0,0,0,1.01,0
"Costa Rica","CONCACAF","Cí¨Å‚so Borgí¨s","Mediocentro",33,1,1,78,0.9,0,0,0,0,0,0
"Costa Rica","CONCACAF","Jí¨wison Bí¨nní¨ttí¨","Mediocentro",17,1,1,45,0.5,0,1,0,0,0,2
"Costa Rica","CONCACAF","Kí¨yshí¨r FuÅ‚Å‚í¨r","Defensa",27,1,1,45,0.5,0,0,0,0,0,0
"Costa Rica","CONCACAF","Gí¨rson Torrí¨s","Mediocentro",24,1,1,45,0.5,0,0,0,0,0,0
"Costa Rica","CONCACAF","CarÅ‚os MartÃ­ní¨Åº","Defensa",22,1,0,45,0.5,0,0,0,0,0,0
"Costa Rica","CONCACAF","Bryan RuiÅº","Delantero",36,1,0,45,0.5,0,0,1,0,0,0
"Costa Rica","CONCACAF","Kí¨ndaÅ‚Å‚ Waston","Defensa",34,1,0,45,0.5,0,0,0,0,0,0
"Costa Rica","CONCACAF","Danií¨Å‚ ChacÃ³n","Defensa",20,1,0,12,0.1,0,0,0,0,0,0
"Costa Rica","CONCACAF","Johan Ví¨ní¨gas","Delantero",33,1,0,1,0,0,0,0,0,0,0
"Germany","UEFA","Lí¨roy SanÃ©","Mediocentro",26,9,9,675,7.5,4,2,1,0,0.53,0.27
"Germany","UEFA","Joshua Kimmich","Mediocentro",26,8,8,681,7.6,0,1,1,0,0,0.13
"Germany","UEFA","Lí¨on Gorí¨tÅºka","Mediocentro",26,9,8,632,7,1,7,0,0,0.14,1
"Germany","UEFA","Antonio RÃ¼digí¨r","Defensa",28,7,7,630,7,1,0,2,0,0.14,0
"Germany","UEFA","ThiÅ‚o Kí¨hrí¨r","Defensa",25,7,7,603,6.7,0,0,1,0,0,0
"Germany","UEFA","Ä°Å‚kay GÃ¼ndoÄŸan","Mediocentro",31,8,7,584,6.5,5,0,0,0,0.77,0
"Germany","UEFA","Sí¨rgí¨ Gnabry","Mediocentro",26,8,7,574,6.4,5,1,0,0,0.78,0.16
"Germany","UEFA","Manuí¨Å‚ Ní¨uí¨r","Portero",35,6,6,540,6,0,0,0,0,0,0
"Germany","UEFA","Kai Haví¨rtÅº","Delantero",22,8,6,487,5.4,3,2,2,0,0.55,0.37
"Germany","UEFA","Timo Wí¨rní¨r","Delantero",25,8,5,470,5.2,5,1,0,0,0.96,0.19
"Germany","UEFA","NikÅ‚as SÃ¼Å‚í¨","Defensa",26,5,5,418,4.6,0,0,0,0,0,0
"Germany","UEFA","Jonas Hofmann","Defensa",29,7,5,394,4.4,2,1,0,0,0.46,0.23
"Germany","UEFA","Matthias Gintí¨r","Defensa",28,5,4,377,4.2,0,0,0,0,0,0
"Germany","UEFA","Lukas KÅ‚ostí¨rmann","Defensa",25,5,3,321,3.6,0,0,0,0,0,0
"Germany","UEFA","Emrí¨ Can","Defensa",28,3,3,270,3,0,0,1,0,0,0
"Germany","UEFA","Marc-AndrÃ© tí¨r Stí¨gí¨n","Portero",29,3,3,270,3,0,0,0,0,0,0
"Germany","UEFA","Thomas MÃ¼Å‚Å‚í¨r","Delantero",32,4,3,252,2.8,3,3,0,0,1.07,1.07
"Germany","UEFA","Marco Rí¨us","Mediocentro",32,4,3,246,2.7,2,5,0,0,0.73,1.83
"Germany","UEFA","David Raum","Mediocentro",23,3,2,188,2.1,0,0,0,0,0,0
"Germany","UEFA","Robin Gosí¨ns","Defensa",27,3,2,177,2,0,0,1,0,0,0
"Germany","UEFA","RidÅ‚í¨ Baku","Mediocentro",23,3,2,157,1.7,1,0,0,0,0.57,0
"Germany","UEFA","JamaÅ‚ MusiaÅ‚a","Mediocentro",18,6,1,152,1.7,1,1,1,0,0.59,0.59
"Germany","UEFA","FÅ‚orian Ní¨uhaus","Mediocentro",24,5,1,149,1.7,0,1,1,0,0,0.6
"Germany","UEFA","Christian GÃ¼ntí¨r","Defensa",28,1,1,90,1,0,0,0,0,0,0
"Germany","UEFA","Bí¨rnd Lí¨no","Portero",29,1,1,90,1,0,0,0,0,0,0
"Germany","UEFA","Jonathan Tah","Defensa",25,1,1,90,1,0,0,0,0,0,0
"Germany","UEFA","FÅ‚orian WirtÅº","Mediocentro",18,4,0,81,0.9,0,1,0,0,0,1.11
"Germany","UEFA","Lukas Nmí¨cha","Delantero",23,2,0,76,0.8,0,0,0,0,0,0
"Germany","UEFA","MaximiÅ‚ian ArnoÅ‚d","Mediocentro",27,2,0,58,0.6,0,0,1,0,0,0
"Germany","UEFA","Karim Adí¨yí¨mi","Delantero",20,3,0,51,0.6,1,1,0,0,1.76,1.76
"Germany","UEFA","Kí¨vin VoÅ‚Å‚and","Delantero",29,2,0,45,0.5,0,0,0,0,0,0
"Germany","UEFA","Amin Youní¨s","Delantero",28,3,0,41,0.5,0,0,0,0,0,0
"Germany","UEFA","JuÅ‚ian Brandt","Delantero",25,1,0,31,0.3,0,0,0,0,0,0
"Japan","AFC","ShÅ«ichi Gonda","Portero",32,15,15,1322,14.7,0,0,0,0,0,0
"Japan","AFC","Maya Yoshida","Defensa",33,14,14,1187,13.2,2,1,0,0,0.15,0.08
"Japan","AFC","Yuto Nagatomo","Defensa",35,14,14,1110,12.3,1,2,1,0,0.08,0.16
"Japan","AFC","Takumi Minamino","Mediocentro",27,15,14,1076,12,10,4,0,0,0.84,0.33
"Japan","AFC","Wataru Endo","Mediocentro",28,13,13,1117,12.4,1,0,3,0,0.08,0
"Japan","AFC","Junya Ito","Mediocentro",28,14,12,1067,11.9,6,7,2,0,0.51,0.59
"Japan","AFC","Yuya Osako","Delantero",31,11,11,885,9.8,10,2,0,0,1.02,0.2
"Japan","AFC","Hiroki Sakai","Defensa",31,10,10,821,9.1,0,3,0,0,0,0.33
"Japan","AFC","Gaku Shibasaki","Mediocentro",29,11,9,757,8.4,0,0,1,0,0,0
"Japan","AFC","Takí¨hiro Tomiyasu","Defensa",23,8,8,700,7.8,0,1,0,0,0,0.13
"Japan","AFC","Hidí¨masa Morita","Mediocentro",26,10,8,659,7.3,2,0,2,0,0.27,0
"Japan","AFC","Ao Tanaka","Mediocentro",23,7,6,547,6.1,1,0,0,0,0.16,0
"Japan","AFC","Miki Yamaní¨","Defensa",28,6,6,525,5.8,0,2,0,0,0,0.34
"Japan","AFC","Daichi Kamada","Mediocentro",25,8,5,462,5.1,3,2,0,0,0.58,0.39
"Japan","AFC","Gí¨nki Haraguchi","Mediocentro",30,14,5,445,4.9,1,1,0,0,0.2,0.2
"Japan","AFC","Takuma Asano","Mediocentro",27,11,4,432,4.8,3,1,0,0,0.62,0.21
"Japan","AFC","Ko Itakura","Defensa",25,4,4,360,4,1,0,1,0,0.25,0
"Japan","AFC","Naomichi Uí¨da","Defensa",27,4,3,315,3.5,0,0,0,0,0,0
"Japan","AFC","Kí¨nto Hashimoto","Mediocentro",28,5,3,298,3.3,1,0,1,0,0.3,0
"Japan","AFC","Shogo Taniguchi","Defensa",30,4,3,287,3.2,0,0,0,0,0,0
"Japan","AFC","Eiji Kawashima","Portero",38,3,3,270,3,0,0,0,0,0,0
"Japan","AFC","Shoya Nakajima","Mediocentro",27,4,3,245,2.7,1,2,0,0,0.37,0.73
"Japan","AFC","Kyogo Furuhashi","Mediocentro",27,9,2,340,3.8,3,2,1,0,0.79,0.53
"Japan","AFC","Ryoya Ogawa","Defensa",25,3,2,209,2.3,0,1,0,0,0,0.43
"Japan","AFC","Shinnosukí¨ Nakatani","Defensa",25,3,2,208,2.3,0,0,0,0,0,0
"Japan","AFC","Takí¨fusa Kubo","Mediocentro",20,6,2,204,2.3,0,0,0,0,0,0
"Japan","AFC","Ritsu Doan","Mediocentro",23,4,2,189,2.1,0,1,0,0,0,0.48
"Japan","AFC","Hayao Kawabí¨","Mediocentro",26,2,2,180,2,1,1,0,0,0.5,0.5
"Japan","AFC","Gí¨n Shoji","Defensa",29,2,2,180,2,0,0,0,0,0,0
"Japan","AFC","Kí¨nsukí¨ Nagai","Delantero",32,3,2,166,1.8,1,0,0,0,0.54,0
"Japan","AFC","Yuta Nakayama","Defensa",24,8,1,237,2.6,0,0,0,0,0,0
"Japan","AFC","Sí¨i Muroya","Defensa",27,3,1,150,1.7,0,2,0,0,0,1.2
"Japan","AFC","Kaoru Mitoma","Delantero",24,3,1,142,1.6,2,1,0,0,1.27,0.63
"Japan","AFC","Tatsuhiro Sakamoto","Mediocentro",25,2,1,135,1.5,0,1,0,0,0,0.67
"Japan","AFC","Ayasí¨ Uí¨da","Delantero",23,2,1,117,1.3,0,0,0,0,0,0
"Japan","AFC","Kí¨n Matsubara","Defensa",28,1,1,90,1,0,2,0,0,0,2
"Japan","AFC","Ado Onaiwu","Delantero",26,2,1,86,1,3,0,0,0,3.14,0
"Japan","AFC","Sho Sasaki","Defensa",32,3,1,86,1,1,0,0,0,1.05,0
"Japan","AFC","Rí¨o Hatatí¨","Mediocentro",24,1,1,45,0.5,0,0,0,0,0,0
"Japan","AFC","DaiÅºí¨n Maí¨da","Delantero",24,2,0,56,0.6,0,0,0,0,0,0
"Japan","AFC","Koki AnÅºai","Defensa",26,1,0,34,0.4,0,0,0,0,0,0
"Japan","AFC","Sho Inagaki","Mediocentro",30,1,0,28,0.3,2,0,0,0,6.43,0
"Japan","AFC","Shinnosukí¨ Hatanaka","Defensa",26,1,0,20,0.2,0,0,0,0,0,0
"Japan","AFC","Musashi SuÅºuki","Delantero",27,2,0,18,0.2,0,0,0,0,0,0
"Japan","AFC","Hotaru Yamaguchi","Mediocentro",31,1,0,13,0.1,0,0,0,0,0,0
"Spain","UEFA","Unai SimÃ³n","Portero",24,8,8,703,7.8,0,0,0,0,0,0
"Spain","UEFA","Fí¨rrÃ¡n Torrí¨s","Delantero",21,6,6,490,5.4,4,0,0,0,0.73,0
"Spain","UEFA","ÁÅ‚varo Morata","Delantero",29,7,6,488,5.4,2,1,0,0,0.37,0.18
"Spain","UEFA","Sí¨rgio Busquí¨ts","Mediocentro",33,6,5,443,4.9,0,0,1,0,0,0
"Spain","UEFA","Kokí¨","Mediocentro",30,5,5,415,4.6,0,2,0,0,0,0.43
"Spain","UEFA","Eric GarcÃ­a","Defensa",21,5,5,414,4.6,0,0,0,0,0,0
"Spain","UEFA","Aymí¨ric Laportí¨","Defensa",27,5,5,405,4.5,0,0,0,0,0,0
"Spain","UEFA","Marcos LÅ‚orí¨ntí¨","Defensa",27,6,4,397,4.4,0,2,0,0,0,0.45
"Spain","UEFA","Jordi AÅ‚ba","Defensa",32,4,4,360,4,0,4,1,0,0,1
"Spain","UEFA","CarÅ‚os SoÅ‚í¨r","Mediocentro",25,4,4,303,3.4,2,0,0,0,0.59,0
"Spain","UEFA","IÃ±igo MartÃ­ní¨Åº","Defensa",30,5,3,358,4,0,0,1,0,0,0
"Spain","UEFA","Dani OÅ‚mo","Delantero",23,5,3,311,3.5,2,1,0,0,0.58,0.29
"Spain","UEFA","CÃ©sar AÅºpiÅ‚icuí¨ta","Defensa",32,5,3,305,3.4,0,0,0,0,0,0
"Spain","UEFA","JosÃ© Luis GayÃ ","Defensa",26,3,3,253,2.8,1,0,0,0,0.36,0
"Spain","UEFA","PabÅ‚o Sarabia","Delantero",29,5,3,239,2.7,2,0,1,0,0.75,0
"Spain","UEFA","Pí¨dri","Mediocentro",19,3,2,184,2,0,1,0,0,0,0.49
"Spain","UEFA","Raúl dí¨ TomÃ¡s","Delantero",27,2,2,114,1.3,0,0,0,0,0,0
"Spain","UEFA","PabÅ‚o FornaÅ‚s","Delantero",25,3,1,114,1.3,1,1,0,0,0.79,0.79
"Spain","UEFA","Dani CarvajaÅ‚","Defensa",30,1,1,90,1,0,0,1,0,0,0
"Spain","UEFA","Abí¨Å‚ RuiÅº","Delantero",22,1,1,90,1,0,0,0,0,0,0
"Spain","UEFA","Pau Torrí¨s","Defensa",25,1,1,90,1,0,0,0,0,0,0
"Spain","UEFA","Gí¨rard Morí¨no","Delantero",29,2,1,86,1,1,0,0,0,1.05,0
"Spain","UEFA","Sí¨rgio Rí¨guiÅ‚Ã³n","Defensa",25,1,1,85,0.9,0,0,0,0,0,0
"Spain","UEFA","FabiÃ¡n RuiÅº Pí¨Ã±a","Mediocentro",25,2,1,76,0.8,0,0,0,0,0,0
"Spain","UEFA","Sí¨rgio CanaÅ‚í¨s","Delantero",30,2,1,72,0.8,0,0,0,0,0,0
"Spain","UEFA","Pí¨dro Porro","Defensa",22,1,1,64,0.7,0,0,1,0,0,0
"Spain","UEFA","Sí¨rgio Ramos","Defensa",35,2,1,50,0.6,0,0,0,0,0,0
"Spain","UEFA","Dií¨go LÅ‚orí¨ntí¨","Defensa",28,1,1,45,0.5,0,0,1,0,0,0
"Spain","UEFA","Adama TraorÃ©","Delantero",26,2,0,60,0.7,0,0,0,0,0,0
"Spain","UEFA","Thiago AÅ‚cÃ¡ntara","Mediocentro",30,2,0,56,0.6,0,0,0,0,0,0
"Spain","UEFA","Mikí¨Å‚ Mí¨rino","Mediocentro",25,3,0,54,0.6,0,1,0,0,0,1.67
"Spain","UEFA","Raúl‚ AÅ‚bioÅ‚","Defensa",36,2,0,50,0.6,0,0,0,0,0,0
